,player,age,nationality,squad,position,minutes,90s,Pass Completion %,Pressured Passes Per 90,Progressive Passes Per 90,Successful Deliveries Into Box Per 90,Key Passes Per 90,Rate Adj Target of an Attempted Pass,Turnovers Per 90,Rate Adj Successful Dribbles Per 90,Progressive Distance Per Carry,Final Third Entries,Touches in Box,Touches in 1/3,GCA Per 90,SCA Per 90,xA Per 90,Non-Penalty xG Per 90,Non-Penalty xA + xG Per 90,xG Per Shot,Netto xA,Rate Adj Aerials Won %,Ball recoveries Per 90,Interceptions Per 90,Pressure Regain %,Rate Adj Tackles Won %,Dribbled Past,Clearances Per 90,Blocks Per 90
69,Koen Casteels,29-212,be BEL,Wolfsburg,GK,1530.0,17.0,79.4,42.0,0.0,0.0,0.0,40700.0,0.0,0.0,1.8023529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.411764705882353,0.0,0.0,0.0,1.0,0.0,0.0
70,Gonzalo Castro,34-226,de GER,Arminia,MF,44.0,0.4888888888888889,43.5,8.0,2.0454545454545454,0.0,2.0454545454545454,1296.0,4.090909090909091,0.0,2.9375,0.0,0.0,14.0,0.0,8.18,0.14,0.13,0.27,0.03,-0.1,0.0,12.272727272727273,0.0,43.8,1.3333333333333333,0.0,2.0454545454545454,6.136363636363637
71,Timothy Chandler,31-300,us USA,Eint Frankfurt,DF,795.0,8.833333333333334,66.1,49.0,3.0566037735849054,0.7924528301886792,0.5660377358490566,18295.2,1.2452830188679245,11.320754716981131,2.248677248677249,11.0,21.0,133.0,0.11,0.91,0.05,0.03,0.08,0.04,-0.4,834.0,5.660377358490566,1.5849056603773584,30.4,5.0625,8.0,2.7169811320754715,1.9245283018867922
72,Max Christiansen,25-120,de GER,Greuther Fürth,MF,1142.0,12.688888888888888,82.0,107.0,3.0735551663747813,0.2364273204903678,0.1576182136602452,33040.799999999996,1.1033274956217163,15.761821366024519,1.809090909090909,7.0,5.0,74.0,0.0,1.02,0.0,0.01,0.01,0.02,0.0,1487.7,11.112084063047286,3.7828371278458848,34.2,9.32258064516129,18.0,2.600700525394046,1.9702276707530648
73,Kingsley Coman,25-224,fr FRA,Bayern Munich,FW,524.0,5.822222222222222,76.2,47.0,4.809160305343512,2.5763358778625953,1.202290076335878,25634.7,5.4961832061068705,117.68702290076337,3.283333333333333,14.0,60.0,248.0,0.17,3.26,0.11,0.5,0.6,0.12,-0.6,145.6,5.4961832061068705,1.202290076335878,22.2,2.2857142857142856,4.0,0.3435114503816794,1.202290076335878
74,Lucas Copado,18-013,de GER,Bayern Munich,FW,16.0,0.17777777777777778,66.7,2.0,0.0,0.0,0.0,312.5,0.0,562.5,1.2857142857142858,1.0,1.0,3.0,0.0,0.0,0.0,0.23,0.23,0.04,0.0,0.0,11.25,0.0,25.0,0.0,1.0,0.0,0.0
75,Sergio Córdova,24-167,ve VEN,Augsburg,FW MF,328.0,3.6444444444444444,64.3,24.0,1.3719512195121952,0.27439024390243905,0.5487804878048781,3122.0,6.310975609756098,35.3140243902439,3.375,3.0,16.0,56.0,0.0,1.37,0.04,0.23,0.27,0.12,-0.1,1000.0,5.487804878048781,0.27439024390243905,35.3,2.6666666666666665,1.0,1.3719512195121952,0.0
76,Danny da Costa,28-194,de GER,Eint Frankfurt,DF,475.0,5.277777777777778,64.7,31.0,4.736842105263158,0.5684210526315789,0.37894736842105264,10035.199999999999,1.3263157894736843,18.947368421052634,3.564885496183206,3.0,4.0,71.0,0.0,0.76,0.03,0.02,0.04,0.09,-0.1,756.8,10.610526315789475,2.2736842105263158,29.3,3.125,7.0,3.7894736842105265,2.0842105263157893
77,Tanguy Coulibaly,20-339,fr FRA,Stuttgart,DF FW,985.0,10.944444444444445,76.5,81.0,1.3705583756345177,0.45685279187817257,0.5482233502538071,20197.8,4.842639593908629,77.95736040609137,2.5015015015015014,11.0,27.0,193.0,0.09,1.64,0.03,0.08,0.12,0.07,0.6,503.79999999999995,5.573604060913706,0.6395939086294417,21.8,5.76,8.0,0.5482233502538071,1.5532994923857868
78,Mickaël Cuisance,22-160,fr FRA,Bayern Munich,MF,13.0,0.14444444444444443,90.9,1.0,20.76923076923077,0.0,6.923076923076923,769.0,6.923076923076923,346.1538461538462,3.7777777777777777,0.0,2.0,3.0,0.0,27.69,0.97,0.0,0.97,0.0,-0.1,0.0,13.846153846153847,0.0,25.0,1.0,0.0,0.0,0.0
79,Matheus Cunha,22-241,br BRA,Hertha BSC,FW,64.0,0.7111111111111111,92.3,0.0,2.8125,0.0,0.0,804.0,9.84375,281.25,1.736842105263158,1.0,4.0,10.0,1.41,4.22,0.0,0.94,0.94,0.24,1.0,0.0,8.4375,1.40625,27.3,0.0,0.0,0.0,0.0
80,Rafael Czichos,31-254,de GER,Köln,DF,1402.0,15.577777777777778,83.9,116.0,5.1355206847360915,0.25677603423680456,0.12838801711840228,76713.59999999999,0.3209700427960057,8.563480741797433,4.038043478260869,5.0,14.0,37.0,0.13,0.45,0.03,0.01,0.04,0.11,0.6,3317.4,11.554921540656206,2.4393723252496433,44.9,16.689655172413794,22.0,4.942938659058488,2.24679029957204
81,Lennart-Marten Czyborra,22-265,de GER,Arminia,DF,131.0,1.4555555555555555,50.9,10.0,2.0610687022900764,0.6870229007633588,0.0,2600.0,2.0610687022900764,91.64885496183207,3.1666666666666665,0.0,0.0,18.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,5.4961832061068705,4.122137404580153,29.4,1.0,2.0,2.0610687022900764,0.0
82,Moanes Dabbur,29-254,il ISR,Hoffenheim,FW MF,740.0,8.222222222222221,77.3,85.0,2.675675675675676,0.4864864864864865,1.2162162162162162,20370.0,5.95945945945946,97.78378378378379,1.344569288389513,9.0,52.0,187.0,0.73,2.55,0.23,0.26,0.48,0.12,1.1,213.6,5.472972972972974,1.0945945945945947,27.5,4.5,5.0,0.3648648648648649,0.4864864864864865
83,Mahmoud Dahoud,26-022,de GER,Dortmund,MF,1103.0,12.255555555555556,78.2,127.0,5.466908431550317,1.0607434270172256,1.3871260199456028,52681.2,1.9582955575702627,61.45784224841341,2.33392539964476,16.0,14.0,209.0,0.33,2.61,0.19,0.07,0.26,0.05,-1.3,672.1,10.28105167724388,1.9582955575702627,35.4,9.96551724137931,13.0,1.0607434270172256,1.3871260199456028
84,Márton Dárdai,19-345,de GER,Hertha BSC,DF,574.0,6.377777777777778,75.3,34.0,2.979094076655052,0.0,0.313588850174216,22396.6,0.313588850174216,5.2212543554006965,3.201793721973094,0.0,3.0,14.0,0.16,0.63,0.02,0.02,0.03,0.03,0.9,889.2,6.428571428571428,1.411149825783972,47.4,1.6,4.0,4.390243902439024,2.665505226480836
85,Vladimír Darida,31-168,cz CZE,Hertha BSC,MF,931.0,10.344444444444445,74.0,96.0,3.576799140708915,1.0633727175080558,1.643394199785177,32436.0,3.1901181525241675,60.206229860365205,1.9783783783783784,8.0,11.0,135.0,0.48,2.51,0.19,0.03,0.23,0.04,2.0,153.29999999999998,10.150375939849624,1.2567132116004296,33.1,6.722222222222223,8.0,1.4500537056928033,1.0633727175080558
86,Alphonso Davies,21-082,ca CAN,Bayern Munich,DF,1266.0,14.066666666666666,84.4,82.0,5.545023696682464,2.061611374407583,1.6350710900473935,69489.2,3.056872037914692,200.64454976303318,4.487864077669903,58.0,74.0,437.0,0.36,3.06,0.23,0.12,0.35,0.1,-0.2,784.0,10.876777251184834,1.7061611374407584,37.1,8.533333333333333,18.0,0.6398104265402844,2.2748815165876777
87,Saulo Decarli,29-353,ch SUI,Bochum,DF,9.0,0.1,100.0,0.0,0.0,0.0,0.0,450.0,10.0,0.0,0.2,0.0,1.0,3.0,0.0,0.0,0.0,0.29,0.29,0.03,0.0,50.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0
88,Thomas Delaney,30-142,dk DEN,Dortmund,MF,18.0,0.2,73.3,1.0,10.0,0.0,0.0,900.0,5.0,0.0,1.1111111111111112,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0
89,Kerem Demirbay,28-204,de GER,Leverkusen,MF,1366.0,15.177777777777777,75.7,154.0,5.797950219619326,1.1859443631039532,2.1742313323572477,63872.99999999999,2.767203513909224,97.64275256222548,2.7384615384615385,23.0,21.0,290.0,0.4,3.23,0.16,0.09,0.25,0.06,-1.5,266.4,10.60761346998536,2.108345534407028,35.9,16.900000000000002,21.0,0.7906295754026355,1.6471449487554906
90,Ermedin Demirović,23-304,ba BIH,Freiburg,FW MF,391.0,4.344444444444444,67.9,26.0,0.9207161125319694,0.690537084398977,0.9207161125319694,3685.2,4.603580562659847,52.36572890025576,2.5476190476190474,6.0,20.0,81.0,0.69,1.61,0.16,0.22,0.39,0.12,1.3,286.0,5.984654731457801,0.4603580562659847,27.6,0.4444444444444444,2.0,0.690537084398977,2.3017902813299234
91,Mike van der Hoorn,29-100,nl NED,Arminia,DF,14.0,0.15555555555555556,75.0,2.0,0.0,0.0,0.0,300.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,60.0,2.0,0.0,6.428571428571429,6.428571428571429
92,Moussa Diaby,22-200,fr FRA,Leverkusen,FW MF,1526.0,16.955555555555556,74.1,86.0,3.7745740498034075,1.946264744429882,1.7103538663171691,40368.6,4.128440366972477,63.6251638269987,3.51006711409396,37.0,80.0,348.0,0.53,3.24,0.3,0.26,0.56,0.12,0.8,56.400000000000006,5.7208387942332894,0.8846657929226737,23.9,3.5999999999999996,19.0,0.05897771952817824,0.41284403669724773
93,Daniel Didavi,31-336,de GER,Stuttgart,FW MF,277.0,3.077777777777778,70.2,30.0,2.9241877256317688,1.6245487364620939,1.9494584837545126,7456.8,1.9494584837545126,130.028880866426,2.563106796116505,7.0,12.0,76.0,0.32,3.9,0.25,0.32,0.57,0.14,0.2,44.4,5.8483754512635375,0.3249097472924188,25.4,0.125,4.0,0.3249097472924188,0.6498194945848376
94,Javairô Dilrosun,23-215,nl NED,Hertha BSC,FW,138.0,1.5333333333333334,76.5,12.0,1.3043478260869565,0.0,0.0,2570.3999999999996,2.608695652173913,83.93478260869564,2.048780487804878,2.0,0.0,13.0,0.0,0.65,0.0,0.02,0.02,0.03,0.0,0.0,6.521739130434782,1.3043478260869565,18.9,0.3333333333333333,2.0,0.6521739130434783,0.6521739130434783
95,Niklas Dorsch,24-008,de GER,Augsburg,MF,1368.0,15.2,84.9,127.0,3.5526315789473686,0.39473684210526316,0.39473684210526316,40260.0,1.6447368421052633,76.52631578947368,1.8210332103321034,6.0,0.0,83.0,0.13,1.32,0.01,0.01,0.02,0.02,-0.1,550.0,12.171052631578949,2.4342105263157894,28.8,19.692307692307693,16.0,1.381578947368421,2.236842105263158
96,Ondrej Duda,27-049,sk SVK,Köln,MF,1273.0,14.144444444444444,74.2,100.0,3.3228593872741556,0.9897879025923016,0.7776904948939514,35449.700000000004,4.807541241162609,123.83660644147682,1.5784313725490196,13.0,48.0,293.0,0.07,3.18,0.09,0.22,0.31,0.09,-1.3,879.6999999999999,8.695993715632365,1.9795758051846033,32.2,13.473684210526315,15.0,0.6362922230950511,0.9190887666928516
97,Jeremy Dudziak,26-148,tn TUN,Greuther Fürth,MF FW,814.0,9.044444444444444,66.2,68.0,2.321867321867322,0.773955773955774,1.4373464373464373,16905.0,3.86977886977887,66.69287469287468,2.4298245614035086,10.0,26.0,167.0,0.22,2.32,0.15,0.19,0.34,0.16,-1.4,514.8,6.855036855036855,1.547911547911548,25.0,3.769230769230769,9.0,0.11056511056511056,1.3267813267813269
98,Erik Durm,29-256,de GER,Eint Frankfurt,DF,474.0,5.266666666666667,69.3,32.0,4.177215189873418,0.949367088607595,0.569620253164557,14824.0,2.088607594936709,0.0,3.0736196319018405,9.0,3.0,80.0,0.38,1.14,0.12,0.0,0.12,0.01,0.4,114.4,7.974683544303797,2.088607594936709,35.2,2.4000000000000004,9.0,2.278481012658228,1.3291139240506329
99,Maximilian Eggestein,25-046,de GER,Freiburg,MF,1088.0,12.088888888888889,70.6,109.0,3.556985294117647,0.8272058823529412,0.6617647058823529,21869.7,1.8198529411764706,16.544117647058822,2.414285714285714,8.0,17.0,147.0,0.25,1.74,0.08,0.05,0.14,0.06,0.0,1524.0,10.009191176470589,1.4889705882352942,32.3,8.521739130434783,15.0,1.5716911764705883,2.5643382352941178
100,Lilian Egloff,19-156,de GER,Stuttgart,FW MF,30.0,0.3333333333333333,66.7,2.0,3.0,0.0,3.0,654.0,12.0,0.0,1.2727272727272727,1.0,1.0,7.0,0.0,3.0,0.62,0.0,0.62,0.0,-0.2,33.3,3.0,0.0,14.3,1.0,0.0,0.0,0.0
101,Kingsley Ehizibue,26-243,nl NED,Köln,DF,305.0,3.388888888888889,66.9,23.0,4.721311475409836,2.0655737704918034,1.7704918032786885,10087.0,3.2459016393442623,118.09180327868854,3.9661016949152543,8.0,3.0,44.0,0.3,1.77,0.18,0.06,0.24,0.1,0.4,938.6,11.80327868852459,2.6557377049180326,34.8,2.0833333333333335,6.0,4.721311475409836,3.836065573770492
102,Jurgen Ekkelenkamp,21-293,nl NED,Hertha BSC,MF FW,546.0,6.066666666666666,68.3,40.0,2.307692307692308,0.4945054945054945,1.153846153846154,12230.4,5.769230769230769,32.96703296703297,1.9683544303797469,8.0,19.0,97.0,0.0,1.81,0.12,0.27,0.39,0.17,-0.7,171.60000000000002,6.758241758241758,0.989010989010989,25.9,2.6666666666666665,1.0,0.4945054945054945,1.978021978021978
103,Nico Elvedi,25-115,ch SUI,M'Gladbach,DF,1467.0,16.3,93.6,93.0,2.085889570552147,0.0,0.12269938650306748,83273.8,0.18404907975460122,2.0429447852760734,2.512696493349456,6.0,18.0,34.0,0.0,0.49,0.0,0.08,0.08,0.13,0.0,3423.7999999999997,9.631901840490798,2.085889570552147,38.3,4.166666666666667,8.0,4.294478527607362,1.5337423312883436
104,Breel Embolo,24-343,ch SUI,M'Gladbach,FW,1103.0,12.255555555555556,76.1,95.0,2.2030825022665455,0.8159564823209429,1.3871260199456028,25127.199999999997,7.098821396192203,82.21577515865819,1.8147208121827412,18.0,53.0,241.0,0.16,3.51,0.22,0.3,0.52,0.19,-0.7,616.0,4.324569356300997,0.6527651858567542,30.8,4.923076923076923,5.0,0.08159564823209428,0.6527651858567542
105,Keita Endo,24-062,jp JPN,Union Berlin,MF,23.0,0.25555555555555554,87.5,2.0,3.91304347826087,0.0,0.0,533.6,0.0,0.0,0.75,0.0,2.0,7.0,0.0,0.0,0.0,0.06,0.06,0.01,0.0,100.0,11.73913043478261,0.0,33.3,0.0,1.0,0.0,0.0
106,Wataru Endo,28-348,jp JPN,Stuttgart,MF,1781.0,19.788888888888888,84.9,226.0,4.54800673778776,0.35373385738349244,0.6064008983717013,82988.5,3.0320044918585065,63.166760247052224,2.191866527632951,20.0,28.0,257.0,0.1,1.82,0.03,0.07,0.1,0.06,1.4,2582.8,10.763615946097698,1.8697361033127458,33.7,17.647058823529413,29.0,1.2633352049410445,2.071869736103313
107,Michael Esser,34-062,de GER,Bochum,GK,90.0,1.0,67.4,4.0,0.0,0.0,0.0,1800.0,0.0,0.0,3.5625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Wahidullah Faghir,18-178,dk DEN,Stuttgart,FW,123.0,1.3666666666666667,63.6,12.0,2.926829268292683,0.7317073170731707,0.0,3200.7,5.121951219512195,131.70731707317074,1.175,3.0,7.0,32.0,0.73,2.93,0.0,0.31,0.31,0.07,0.0,200.0,1.4634146341463414,0.7317073170731707,32.3,0.0,0.0,0.7317073170731707,0.7317073170731707
109,Ömer Faruk Beyaz,18-147,tr TUR,Stuttgart,FW DF,71.0,0.7888888888888889,74.4,10.0,3.802816901408451,1.267605633802817,0.0,3160.7999999999997,10.140845070422536,253.5211267605634,1.608695652173913,2.0,3.0,27.0,0.0,2.54,0.0,0.23,0.23,0.06,0.0,50.0,13.943661971830986,1.267605633802817,33.3,5.0,4.0,1.267605633802817,0.0
110,Adrian Fein,22-311,de GER,Greuther Fürth,MF,32.0,0.35555555555555557,66.7,0.0,0.0,0.0,2.8125,640.0,2.8125,0.0,4.0,0.0,1.0,3.0,0.0,2.81,0.09,0.06,0.15,0.02,0.0,0.0,2.8125,5.625,8.3,0.0,1.0,0.0,2.8125
111,Ohis Felix Uduokhai,24-136,de GER,Augsburg,DF,495.0,5.5,80.6,32.0,2.909090909090909,0.36363636363636365,0.18181818181818182,19306.0,0.36363636363636365,72.72727272727273,2.393782383419689,1.0,2.0,13.0,0.0,0.36,0.0,0.02,0.03,0.06,0.0,1837.5,7.818181818181818,2.3636363636363638,35.4,2.5,7.0,5.818181818181818,2.5454545454545454
112,Edimilson Fernandes,25-283,ch SUI,Arminia,DF FW,283.0,3.1444444444444444,75.0,32.0,4.4522968197879855,2.2261484098939928,1.9081272084805654,8330.0,3.498233215547703,57.24381625441696,2.063063063063063,4.0,8.0,71.0,0.0,3.18,0.09,0.07,0.16,0.06,-0.3,228.4,9.858657243816255,0.6360424028268551,34.7,3.0,3.0,1.9081272084805654,1.2720848056537102
113,Alfreð Finnbogason,32-356,is ISL,Augsburg,FW MF,148.0,1.6444444444444444,63.9,12.0,1.8243243243243243,0.0,1.2162162162162162,2489.0,4.864864864864865,78.26351351351352,2.25,2.0,7.0,27.0,1.22,1.82,0.43,0.27,0.7,0.15,0.3,66.6,6.6891891891891895,0.0,14.3,0.0,2.0,1.2162162162162162,2.4324324324324325
114,Mark Flekken,28-224,nl NED,Freiburg,GK,1620.0,18.0,68.4,45.0,0.05555555555555555,0.0,0.1111111111111111,39400.0,0.0,5.555555555555555,3.4441805225653206,0.0,0.0,0.0,0.06,0.28,0.01,0.0,0.01,0.0,-0.1,0.0,5.388888888888889,0.0,0.0,0.0,0.0,0.0,0.05555555555555555
115,Emil Forsberg,30-092,se SWE,RB Leipzig,MF FW,925.0,10.277777777777779,79.8,67.0,5.059459459459459,2.0432432432432432,1.4594594594594594,30793.199999999997,3.5999999999999996,79.41405405405403,2.844875346260388,23.0,39.0,268.0,0.1,3.21,0.18,0.32,0.5,0.12,-1.8,106.8,5.059459459459459,0.48648648648648646,35.3,6.666666666666666,7.0,0.19459459459459458,1.362162162162162
116,Philipp Förster,26-353,de GER,Stuttgart,FW MF,798.0,8.866666666666667,87.2,86.0,3.045112781954887,1.1278195488721805,0.5639097744360902,28175.0,3.7218045112781954,62.70676691729323,3.428985507246377,25.0,28.0,197.0,0.23,2.37,0.08,0.24,0.32,0.09,0.3,526.0,7.330827067669173,0.5639097744360902,24.7,6.050000000000001,10.0,0.22556390977443608,1.5789473684210527
117,Timothy Fosu-Mensah,24-021,nl NED,Leverkusen,DF,48.0,0.5333333333333333,81.0,4.0,1.875,0.0,0.0,1028.4,0.0,187.5,3.1333333333333333,1.0,0.0,2.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,50.0,3.75,1.875,16.7,0.3333333333333333,1.0,1.875,0.0
118,Raphael Framberger,26-139,de GER,Augsburg,DF MF,468.0,5.2,64.2,25.0,4.423076923076923,1.7307692307692306,0.9615384615384615,10918.9,1.346153846153846,43.26923076923077,2.4214876033057853,6.0,1.0,91.0,0.0,1.15,0.03,0.0,0.04,0.03,-0.2,456.8,5.769230769230769,1.346153846153846,35.4,5.7857142857142865,7.0,3.269230769230769,2.5
119,Marvin Friedrich,26-041,de GER,M'Gladbach,DF,180.0,2.0,87.7,15.0,3.0,0.5,0.0,11410.6,0.5,0.0,1.7699115044247788,1.0,4.0,9.0,0.0,0.0,0.0,0.08,0.08,0.06,0.0,540.0,11.5,2.0,33.3,1.0,2.0,3.0,2.5
120,Marvin Friedrich,26-041,de GER,Union Berlin,DF,1169.0,12.988888888888889,75.5,74.0,2.6176218990590248,0.15397775876817793,0.30795551753635586,44219.2,1.3088109495295124,20.540633019674935,2.7880794701986753,5.0,21.0,49.0,0.0,0.69,0.07,0.09,0.16,0.07,-0.9,2628.0,9.931565440547477,2.3866552609067577,33.5,7.199999999999999,3.0,4.234388366124893,1.8477331052181352
121,Jeremie Frimpong,21-044,nl NED,Leverkusen,DF,1609.0,17.877777777777776,81.2,114.0,2.684897451833437,1.1187072715972655,1.006836544437539,64233.0,2.628962088253574,126.25730267246738,4.562176165803109,64.0,40.0,324.0,0.45,1.96,0.13,0.02,0.15,0.05,2.7,925.3000000000001,7.047855811062773,1.3424487259167186,28.5,8.035714285714285,5.0,1.5661901802361717,2.1255438160348046
122,Chris Führich,24-014,de GER,Stuttgart,FW DF,678.0,7.533333333333333,83.5,58.0,3.3185840707964602,1.7256637168141593,1.4601769911504425,18699.2,3.584070796460177,165.34513274336285,3.3247232472324724,16.0,19.0,194.0,0.13,3.19,0.11,0.05,0.16,0.05,-0.8,211.79999999999998,6.106194690265487,1.4601769911504425,28.4,6.25,13.0,0.39823008849557523,1.592920353982301
123,Marius Funk,26-022,de GER,Greuther Fürth,GK,720.0,8.0,62.4,18.0,0.0,0.0,0.375,20397.5,0.0,0.0,2.301980198019802,0.0,0.0,0.0,0.0,0.37,0.02,0.0,0.02,0.0,-0.1,0.0,4.625,0.0,0.0,0.0,0.0,0.0,0.0
124,Stephan Fürstner,34-134,de GER,Mainz 05,MF,5.0,0.05555555555555555,20.0,1.0,18.0,0.0,0.0,300.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,18.0,0.0
125,Mijat Gaćinović,26-349,rs SRB,Hoffenheim,FW DF,110.0,1.2222222222222223,84.8,6.0,4.090909090909091,0.0,0.0,2870.3999999999996,4.909090909090908,327.27272727272725,2.5277777777777777,1.0,1.0,18.0,0.0,2.45,0.0,0.21,0.21,0.26,0.0,320.0,5.727272727272727,1.6363636363636362,26.3,1.3333333333333333,1.0,3.2727272727272725,0.8181818181818181
126,Cristian Gamboa,32-091,cr CRC,Bochum,DF,681.0,7.566666666666666,70.3,35.0,3.5682819383259914,0.9251101321585904,0.6607929515418502,17180.100000000002,1.3215859030837005,79.29515418502203,3.485294117647059,6.0,1.0,85.0,0.26,1.72,0.05,0.0,0.05,0.01,-0.4,937.5,8.061674008810574,3.436123348017621,27.0,8.653846153846153,13.0,3.5682819383259914,1.4537444933920705
127,Silvère Ganvoula M'Boussy,25-215,cg CGO,Bochum,FW,153.0,1.7,56.7,28.0,1.7647058823529411,0.0,0.0,3893.3999999999996,6.470588235294118,78.47058823529412,2.6486486486486487,2.0,11.0,49.0,0.0,0.59,0.0,0.75,0.75,0.26,0.0,1538.0,4.705882352941177,0.0,18.8,0.0,0.0,1.1764705882352942,0.0
128,Linus Gechter,17-330,de GER,Hertha BSC,DF,139.0,1.5444444444444445,78.1,12.0,1.2949640287769784,0.0,0.0,5608.6,0.0,0.0,2.611111111111111,2.0,2.0,6.0,0.65,1.94,0.0,0.08,0.08,0.12,0.0,266.8,8.417266187050359,2.5899280575539567,26.7,4.0,3.0,8.417266187050359,1.2949640287769784
129,Dennis Geiger,23-227,de GER,Hoffenheim,MF,1036.0,11.511111111111111,81.3,107.0,3.5617760617760617,1.303088803088803,1.5637065637065637,40135.799999999996,1.4768339768339769,6.94980694980695,1.9390243902439024,16.0,11.0,171.0,0.26,2.95,0.17,0.07,0.25,0.06,0.0,9.1,9.295366795366796,1.9111969111969112,36.0,11.56,8.0,0.17374517374517376,1.4768339768339769
130,Yannick Gerhardt,27-316,de GER,Wolfsburg,MF DF,799.0,8.877777777777778,75.1,69.0,5.1814768460575715,1.2390488110137672,0.7884856070087609,29820.0,2.9286608260325404,50.14768460575719,3.044378698224852,17.0,19.0,145.0,0.23,2.14,0.09,0.09,0.17,0.08,-0.8,875.5,11.151439299123904,1.1264080100125156,34.7,11.571428571428573,10.0,1.1264080100125156,1.8022528160200249
131,Hamadi Al Ghaddioui,31-123,ma MAR,Stuttgart,FW,498.0,5.533333333333333,67.0,31.0,0.5421686746987951,0.3614457831325301,1.4457831325301205,6629.7,5.240963855421687,0.0,1.1313131313131313,2.0,23.0,79.0,0.54,1.81,0.19,0.28,0.47,0.13,0.9,703.5,3.7951807228915664,0.0,31.7,3.5714285714285716,0.0,0.7228915662650602,0.5421686746987951
132,Niko Gießelmann,30-119,de GER,Union Berlin,DF,1440.0,16.0,69.7,77.0,4.5625,1.0625,1.5,46445.799999999996,1.5,12.03125,2.1887966804979255,20.0,20.0,300.0,0.31,2.69,0.08,0.11,0.19,0.11,2.7,952.0,6.3125,0.625,29.0,2.130434782608696,10.0,1.5625,2.0
133,Rafał Gikiewicz,34-089,pl POL,Augsburg,GK,1800.0,20.0,65.3,49.0,0.0,0.0,0.1,33598.9,0.05,0.0,3.143236074270557,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,-0.1,0.0,5.85,0.0,0.0,0.0,4.0,0.0,0.0
134,Daniel Ginczek,30-285,de GER,Wolfsburg,MF FW,13.0,0.14444444444444443,25.0,2.0,0.0,0.0,0.0,180.0,6.923076923076923,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.73,0.73,0.11,0.0,100.0,20.76923076923077,0.0,28.6,0.0,0.0,0.0,0.0
135,Matthias Ginter,28-004,de GER,M'Gladbach,DF,1498.0,16.644444444444446,83.7,111.0,5.707610146862483,0.7209612817089452,0.6008010680907877,96824.0,0.6608811748998664,13.72229639519359,3.4939226519337017,25.0,24.0,108.0,0.18,2.04,0.06,0.09,0.15,0.07,-1.0,3050.0,8.591455273698264,1.9826435246995993,39.4,14.225806451612902,7.0,4.085447263017356,1.7423230974632842
136,Serge Gnabry,26-193,de GER,Bayern Munich,FW,1130.0,12.555555555555555,77.5,109.0,5.097345132743363,2.5486725663716814,1.4336283185840708,52734.5,4.539823008849558,216.09557522123893,2.875757575757576,39.0,78.0,447.0,0.8,4.3,0.21,0.4,0.61,0.13,0.3,47.400000000000006,7.247787610619469,1.1946902654867257,35.8,7.3478260869565215,22.0,0.0,1.1150442477876106
137,Leon Goretzka,26-351,de GER,Bayern Munich,MF,893.0,9.922222222222222,83.9,94.0,5.845464725643897,1.007838745800672,2.015677491601344,44717.4,2.620380739081747,22.928331466965286,2.1600877192982457,18.0,42.0,200.0,0.5,4.54,0.22,0.29,0.51,0.09,-0.2,1430.6000000000001,10.884658454647257,1.8141097424412094,35.1,7.11764705882353,10.0,1.4109742441209405,1.2094064949608063
138,Jeffrey Gouweleeuw,30-197,nl NED,Augsburg,DF,1342.0,14.911111111111111,74.1,79.0,2.2801788375558867,0.6706408345752608,0.26825633383010433,37683.0,0.46944858420268254,41.767511177347245,3.813397129186603,4.0,14.0,39.0,0.0,0.87,0.04,0.02,0.06,0.08,-0.5,1827.2,10.26080476900149,2.615499254843517,42.0,12.6,6.0,4.828614008941877,2.011922503725782
139,Julian Green,26-231,us USA,Greuther Fürth,MF,607.0,6.7444444444444445,72.5,42.0,2.224052718286656,0.44481054365733114,1.3344316309719935,13572.0,3.113673805601318,2.4761120263591434,2.3934426229508197,11.0,8.0,122.0,0.0,2.22,0.07,0.03,0.1,0.02,-0.5,56.400000000000006,8.451400329489292,1.4827018121911038,28.6,4.0,5.0,0.5930807248764415,1.186161449752883
140,Michael Gregoritsch,27-280,at AUT,Augsburg,FW MF,528.0,5.866666666666666,63.4,43.0,1.8750000000000002,0.5113636363636364,0.5113636363636364,8222.4,3.2386363636363638,8.522727272727273,1.6265060240963856,3.0,26.0,93.0,0.17,1.02,0.08,0.23,0.31,0.1,-0.5,2016.3,4.6022727272727275,0.6818181818181819,29.2,3.125,4.0,1.5340909090909092,1.5340909090909092
